representation_id,Bc,Bf,threads,groups,block,kernel,ms
REP_0025,19,13,8,4194304,9,MAP_LUT8,16.99295
REP_0025,19,13,8,4194304,10,ID_FULL,16.607800000000001
REP_0025,19,13,8,4194304,10,MAP_LUT8,17.1401
REP_0025,19,13,8,4194304,11,ID_FULL,16.920299999999997
REP_0025,19,13,8,4194304,11,MAP_LUT8,17.6645
REP_0025,19,13,8,4194304,12,ID_FULL,16.571950000000001
REP_0025,19,13,8,4194304,12,MAP_LUT8,18.661149999999999
REP_0025,19,13,8,4194304,13,ID_FULL,18.35605
REP_0025,19,13,8,4194304,13,MAP_LUT8,18.989699999999999
REP_0025,19,13,8,4194304,14,ID_FULL,20.117899999999999
REP_0025,19,13,8,4194304,14,MAP_LUT8,18.5899
REP_0025,19,13,8,4194304,15,ID_FULL,17.045200000000001
REP_0025,19,13,8,4194304,15,MAP_LUT8,17.564999999999998
REP_0026,22,10,1,4194304,1,ID_FULL,120.06004999999999
REP_0026,22,10,1,4194304,1,MAP_LUT8,124.16290000000001
REP_0026,22,10,1,4194304,2,ID_FULL,120.06225000000001
REP_0026,22,10,1,4194304,2,MAP_LUT8,126.0641
REP_0026,22,10,1,4194304,3,ID_FULL,118.4331
REP_0026,22,10,1,4194304,3,MAP_LUT8,125.3968
REP_0026,22,10,1,4194304,4,ID_FULL,119.32295000000001
REP_0026,22,10,1,4194304,4,MAP_LUT8,124.7111
REP_0026,22,10,1,4194304,5,ID_FULL,119.5928
REP_0026,22,10,1,4194304,5,MAP_LUT8,125.42415
REP_0026,22,10,1,4194304,6,ID_FULL,119.21164999999999
REP_0026,22,10,1,4194304,6,MAP_LUT8,124.02209999999999
REP_0026,22,10,1,4194304,7,ID_FULL,118.4593
REP_0026,22,10,1,4194304,7,MAP_LUT8,125.0325
REP_0026,22,10,1,4194304,8,ID_FULL,118.71215000000001
REP_0026,22,10,1,4194304,8,MAP_LUT8,124.6574
REP_0026,22,10,1,4194304,9,ID_FULL,118.78739999999999
REP_0026,22,10,1,4194304,9,MAP_LUT8,124.273
REP_0026,22,10,1,4194304,10,ID_FULL,119.8002
REP_0026,22,10,1,4194304,10,MAP_LUT8,124.01615000000001
REP_0026,22,10,1,4194304,11,ID_FULL,119.70675
REP_0026,22,10,1,4194304,11,MAP_LUT8,125.79480000000001
REP_0026,22,10,1,4194304,12,ID_FULL,119.8647
REP_0026,22,10,1,4194304,12,MAP_LUT8,124.8771
REP_0026,22,10,1,4194304,13,ID_FULL,119.27985000000001
REP_0026,22,10,1,4194304,13,MAP_LUT8,126.03999999999999
REP_0026,22,10,1,4194304,14,ID_FULL,118.91845000000001
REP_0026,22,10,1,4194304,14,MAP_LUT8,123.32995
REP_0026,22,10,1,4194304,15,ID_FULL,118.6842
REP_0026,22,10,1,4194304,15,MAP_LUT8,125.3818
REP_0026,22,10,4,4194304,1,ID_FULL,29.66075
REP_0026,22,10,4,4194304,1,MAP_LUT8,31.424799999999998
REP_0026,22,10,4,4194304,2,ID_FULL,29.845550000000003
